"Please complete the required fields to pay with Apple Pay.","Veuillez remplir les champs obligatoires pour payer avec Apple Pay."
"Please complete the required fields to pay with PayPal.","Veuillez remplir les champs obligatoires pour payer avec PayPal."
"Placed on <span class=""no-link"">%created_at</span>","Passé le <span class=""no-link"">%created_at</span>"
